difficulty,op,bucket,nearest_pi_fraction,count
very_hard,rz,numeric_loose_pi_fraction,10/11,315
very_hard,rz,numeric_loose_pi_fraction,10/13,727
very_hard,rz,numeric_loose_pi_fraction,10/9,3
very_hard,rz,numeric_loose_pi_fraction,11/12,271
very_hard,rz,numeric_loose_pi_fraction,11/13,553
very_hard,rz,numeric_loose_pi_fraction,11/14,578
very_hard,rz,numeric_loose_pi_fraction,11/15,602
very_hard,rz,numeric_loose_pi_fraction,11/16,754
very_hard,rz,numeric_loose_pi_fraction,11/7,1
very_hard,rz,numeric_loose_pi_fraction,12/13,218
very_hard,rz,numeric_loose_pi_fraction,13/12,1
very_hard,rz,numeric_loose_pi_fraction,13/14,192
very_hard,rz,numeric_loose_pi_fraction,13/15,389
very_hard,rz,numeric_loose_pi_fraction,13/16,452
very_hard,rz,numeric_loose_pi_fraction,13/7,1
very_hard,rz,numeric_loose_pi_fraction,14/15,140
very_hard,rz,numeric_loose_pi_fraction,15/16,440
very_hard,rz,numeric_loose_pi_fraction,16/15,1
very_hard,rz,numeric_loose_pi_fraction,17/12,1
very_hard,rz,numeric_loose_pi_fraction,17/14,1
very_hard,rz,numeric_loose_pi_fraction,17/16,2
very_hard,rz,numeric_loose_pi_fraction,18/13,1
very_hard,rz,numeric_loose_pi_fraction,19/16,1
very_hard,rz,numeric_loose_pi_fraction,2/11,544
very_hard,rz,numeric_loose_pi_fraction,2/13,568
very_hard,rz,numeric_loose_pi_fraction,2/15,418
very_hard,rz,numeric_loose_pi_fraction,2/3,1177
very_hard,rz,numeric_loose_pi_fraction,2/5,1108
very_hard,rz,numeric_loose_pi_fraction,2/7,806
very_hard,rz,numeric_loose_pi_fraction,2/9,476
very_hard,rz,numeric_loose_pi_fraction,3/10,665
very_hard,rz,numeric_loose_pi_fraction,3/11,579
very_hard,rz,numeric_loose_pi_fraction,3/13,797
very_hard,rz,numeric_loose_pi_fraction,3/14,598
very_hard,rz,numeric_loose_pi_fraction,3/16,477
very_hard,rz,numeric_loose_pi_fraction,3/4,793
very_hard,rz,numeric_loose_pi_fraction,3/5,1034
very_hard,rz,numeric_loose_pi_fraction,3/7,743
very_hard,rz,numeric_loose_pi_fraction,3/8,645
very_hard,rz,numeric_loose_pi_fraction,4/11,603
very_hard,rz,numeric_loose_pi_fraction,4/13,394
very_hard,rz,numeric_loose_pi_fraction,4/15,637
very_hard,rz,numeric_loose_pi_fraction,4/5,715
very_hard,rz,numeric_loose_pi_fraction,4/7,739
very_hard,rz,numeric_loose_pi_fraction,4/9,566
very_hard,rz,numeric_loose_pi_fraction,5/11,562
very_hard,rz,numeric_loose_pi_fraction,5/12,989
very_hard,rz,numeric_loose_pi_fraction,5/13,841
very_hard,rz,numeric_loose_pi_fraction,5/14,878
very_hard,rz,numeric_loose_pi_fraction,5/16,754
very_hard,rz,numeric_loose_pi_fraction,5/6,665
very_hard,rz,numeric_loose_pi_fraction,5/7,796
very_hard,rz,numeric_loose_pi_fraction,5/8,682
very_hard,rz,numeric_loose_pi_fraction,5/9,619
very_hard,rz,numeric_loose_pi_fraction,6/11,576
very_hard,rz,numeric_loose_pi_fraction,6/13,431
very_hard,rz,numeric_loose_pi_fraction,6/7,433
very_hard,rz,numeric_loose_pi_fraction,7/10,618
very_hard,rz,numeric_loose_pi_fraction,7/11,515
very_hard,rz,numeric_loose_pi_fraction,7/12,1033
very_hard,rz,numeric_loose_pi_fraction,7/13,426
very_hard,rz,numeric_loose_pi_fraction,7/15,903
very_hard,rz,numeric_loose_pi_fraction,7/16,528
very_hard,rz,numeric_loose_pi_fraction,7/6,1
very_hard,rz,numeric_loose_pi_fraction,7/8,478
very_hard,rz,numeric_loose_pi_fraction,7/9,430
very_hard,rz,numeric_loose_pi_fraction,8/11,568
very_hard,rz,numeric_loose_pi_fraction,8/13,848
very_hard,rz,numeric_loose_pi_fraction,8/15,876
very_hard,rz,numeric_loose_pi_fraction,8/7,1
very_hard,rz,numeric_loose_pi_fraction,8/9,500
very_hard,rz,numeric_loose_pi_fraction,9/10,426
very_hard,rz,numeric_loose_pi_fraction,9/11,542
very_hard,rz,numeric_loose_pi_fraction,9/13,370
very_hard,rz,numeric_loose_pi_fraction,9/14,879
very_hard,rz,numeric_loose_pi_fraction,9/16,583
very_hard,rz,numeric_loose_pi_fraction,9/7,1
very_hard,rz,numeric_loose_pi_fraction,9/8,1
very_hard,rz,numeric_noisy_non_fraction,-1,623
very_hard,rz,numeric_noisy_non_fraction,-1/16,675
very_hard,rz,numeric_noisy_non_fraction,-1/2,608
very_hard,rz,numeric_noisy_non_fraction,-1/3,98
very_hard,rz,numeric_noisy_non_fraction,-11/16,18
very_hard,rz,numeric_noisy_non_fraction,-15/16,630
very_hard,rz,numeric_noisy_non_fraction,-17/16,2
very_hard,rz,numeric_noisy_non_fraction,-2/3,102
very_hard,rz,numeric_noisy_non_fraction,-5/14,110
very_hard,rz,numeric_noisy_non_fraction,-5/16,19
very_hard,rz,numeric_noisy_non_fraction,-5/3,1
very_hard,rz,numeric_noisy_non_fraction,-7/15,341
very_hard,rz,numeric_noisy_non_fraction,-8/15,316
very_hard,rz,numeric_noisy_non_fraction,-9/14,107
very_hard,rz,numeric_noisy_non_fraction,0,1319
very_hard,rz,numeric_noisy_non_fraction,1,629
very_hard,rz,numeric_noisy_non_fraction,1/16,782
very_hard,rz,numeric_noisy_non_fraction,1/2,923
very_hard,rz,numeric_noisy_non_fraction,1/3,160
very_hard,rz,numeric_noisy_non_fraction,11/16,14
very_hard,rz,numeric_noisy_non_fraction,15/16,700
very_hard,rz,numeric_noisy_non_fraction,17/16,3
very_hard,rz,numeric_noisy_non_fraction,2/3,144
very_hard,rz,numeric_noisy_non_fraction,3/2,1
very_hard,rz,numeric_noisy_non_fraction,31/16,1
very_hard,rz,numeric_noisy_non_fraction,5/14,107
very_hard,rz,numeric_noisy_non_fraction,5/16,17
very_hard,rz,numeric_noisy_non_fraction,7/15,503
very_hard,rz,numeric_noisy_non_fraction,8/15,519
very_hard,rz,numeric_noisy_non_fraction,9/14,112
very_hard,rz,numeric_very_close_pi_fraction,-1,2
very_hard,rz,numeric_very_close_pi_fraction,-1/2,66
very_hard,rz,numeric_very_close_pi_fraction,-1/4,53
very_hard,rz,numeric_very_close_pi_fraction,-10/13,1
very_hard,rz,numeric_very_close_pi_fraction,-2/9,1
very_hard,rz,numeric_very_close_pi_fraction,-3/4,53
very_hard,rz,numeric_very_close_pi_fraction,-5/11,2
very_hard,rz,numeric_very_close_pi_fraction,-5/16,1
very_hard,rz,numeric_very_close_pi_fraction,-5/4,1
very_hard,rz,numeric_very_close_pi_fraction,-6/7,1
very_hard,rz,numeric_very_close_pi_fraction,-9/14,1
very_hard,rz,numeric_very_close_pi_fraction,0,1
very_hard,rz,numeric_very_close_pi_fraction,1,2
very_hard,rz,numeric_very_close_pi_fraction,1/14,1
very_hard,rz,numeric_very_close_pi_fraction,1/2,75
very_hard,rz,numeric_very_close_pi_fraction,1/3,2
very_hard,rz,numeric_very_close_pi_fraction,1/4,87
very_hard,rz,numeric_very_close_pi_fraction,11/16,1
very_hard,rz,numeric_very_close_pi_fraction,2/7,1
very_hard,rz,numeric_very_close_pi_fraction,2/9,1
very_hard,rz,numeric_very_close_pi_fraction,3/4,59
very_hard,rz,numeric_very_close_pi_fraction,5/11,1
very_hard,rz,numeric_very_close_pi_fraction,5/14,1
very_hard,rz,numeric_very_close_pi_fraction,5/16,1
very_hard,rz,numeric_very_close_pi_fraction,5/8,2
very_hard,rz,numeric_very_close_pi_fraction,9/16,1
very_hard,rz,symbolic_pi_expr,-1,2
very_hard,rz,symbolic_pi_expr,-1/2,312
very_hard,rz,symbolic_pi_expr,-1/4,236
very_hard,rz,symbolic_pi_expr,-3/4,222
very_hard,rz,symbolic_pi_expr,1,15
very_hard,rz,symbolic_pi_expr,1/2,234
very_hard,rz,symbolic_pi_expr,1/4,207
very_hard,rz,symbolic_pi_expr,3/4,211
