183,01001000,site,6,6.08097017661824e-05,6,1.0134950294363734e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[86].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[86].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[86].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[86].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[86].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[86].site_bitstring
184,00010010,original,6,6.08097017661824e-05,6,1.0134950294363734e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[86].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[86].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[86].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[86].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[86].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[86].bitstring_original_order
185,11010011,site,6,5.602853975486e-05,6,9.338089959143334e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[87].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[87].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[87].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[87].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[87].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[87].site_bitstring
186,11001011,original,6,5.602853975486e-05,6,9.338089959143334e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[87].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[87].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[87].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[87].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[87].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[87].bitstring_original_order
187,10100100,original,6,5.248786382710955e-05,6,8.747977304518259e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[88].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[88].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[88].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[88].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[88].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[88].bitstring_original_order
188,00100101,site,6,5.248786382710955e-05,6,8.747977304518259e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[88].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[88].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[88].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[88].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[88].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[88].site_bitstring
189,11011100,site,6,4.89958518883304e-05,6,8.165975314721733e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[89].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[89].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[89].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[89].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[89].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[89].site_bitstring
190,00111011,original,6,4.89958518883304e-05,6,8.165975314721733e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[89].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[89].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[89].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[89].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[89].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[89].bitstring_original_order
191,11010110,original,6,4.5612164829624094e-05,6,7.602027471604015e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[90].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[90].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[90].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[90].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[90].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[90].bitstring_original_order
192,01101011,site,6,4.5612164829624094e-05,6,7.602027471604015e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[90].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[90].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[90].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[90].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[90].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[90].site_bitstring
193,11000101,original,6,4.3427017730418034e-05,6,7.2378362884030055e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[91].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[91].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[91].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[91].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[91].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[91].bitstring_original_order
194,10100011,site,6,4.3427017730418034e-05,6,7.2378362884030055e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[91].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[91].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[91].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[91].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[91].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[91].site_bitstring
195,11101000,site,6,4.1770676056804615e-05,6,6.9617793428007695e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[92].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[92].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[92].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[92].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[92].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[92].site_bitstring
196,00010111,original,6,4.1770676056804615e-05,6,6.9617793428007695e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[92].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[92].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[92].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[92].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[92].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[92].bitstring_original_order
197,11000001,original,6,3.5990085212066664e-05,6,5.998347535344444e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[93].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[93].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[93].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[93].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[93].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[93].bitstring_original_order
198,10000011,site,6,3.5990085212066664e-05,6,5.998347535344444e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[93].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[93].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[93].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[93].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[93].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[93].site_bitstring
199,01111100,site,6,3.399116279478163e-05,6,5.665193799130272e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[94].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[94].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[94].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[94].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[94].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[94].site_bitstring
200,00111110,original,6,3.399116279478163e-05,6,5.665193799130272e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[94].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[94].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[94].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[94].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[94].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[94].bitstring_original_order
201,11100000,site,6,3.387416349679447e-05,6,5.645693916132411e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[95].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[95].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[95].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[95].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[95].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[95].site_bitstring
202,00000111,original,6,3.387416349679447e-05,6,5.645693916132411e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[95].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[95].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[95].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[95].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[95].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[95].bitstring_original_order
203,11110010,original,6,2.9781116776688266e-05,6,4.963519462781377e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[96].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[96].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[96].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[96].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[96].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[96].bitstring_original_order
204,01001111,site,6,2.9781116776688266e-05,6,4.963519462781377e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[96].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[96].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[96].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[96].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[96].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[96].site_bitstring
205,01110100,site,6,2.9492941604854883e-05,6,4.915490267475814e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[97].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[97].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[97].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[97].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[97].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[97].site_bitstring
206,00101110,original,6,2.9492941604854883e-05,6,4.915490267475814e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[97].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[97].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[97].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[97].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[97].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[97].bitstring_original_order
207,11111100,site,6,2.6701896712886837e-05,6,4.450316118814473e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[98].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[98].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[98].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[98].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[98].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[98].site_bitstring
208,00111111,original,6,2.6701896712886837e-05,6,4.450316118814473e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[98].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[98].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[98].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[98].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[98].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[98].bitstring_original_order
209,01011000,site,6,2.491127242593417e-05,6,4.151878737655695e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[99].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[99].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[99].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[99].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[99].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[99].site_bitstring
210,00011010,original,6,2.491127242593417e-05,6,4.151878737655695e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[99].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[99].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[99].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[99].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[99].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[99].bitstring_original_order
